id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,ingestion_time
saros-finance,saros,Saros,https://coin-images.coingecko.com/coins/images/34594/large/_SAROS_-Mark.Purple_-_Token_logo.png?1755658309,0.402637,1056899006,117,4026282193,7090133.0,0.40511,0.401208,-0.00247266584760869,-0.61037,-6327716.302851319,-0.59514,2624999826.0,10000000000.0,10000000000.0,0.427192,-5.77209,2025-09-14T16:30:39.318Z,0.00101093,39718.34017,2024-08-05T07:07:02.188Z,,2025-09-23T19:02:21.537Z,2025-09-23 14:04:22.231869
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,0.999614,1048590792,118,1048590792,281636532.0,1.002,0.988018,-0.000455451528880602,-0.04554,-139875.99897766113,-0.01334,1048999979.839803,1048999979.839803,,1.031,-3.05005,2024-03-05T20:15:29.285Z,0.942892,6.01562,2024-12-05T22:30:25.440Z,,2025-09-23T19:02:22.285Z,2025-09-23 14:04:22.231869
aerodrome-finance,aero,Aerodrome Finance,https://coin-images.coingecko.com/coins/images/31745/large/token.png?1696530564,1.11,995841783,119,1944190904,76937438.0,1.14,1.077,0.02160018,1.98057,18131997.0,1.85454,895618964.3969717,1748524991.070015,,2.32,-51.92831,2024-12-07T14:00:38.622Z,1.861e-05,5984813.98384,2023-10-17T01:23:50.860Z,,2025-09-23T19:02:21.658Z,2025-09-23 14:04:22.231869
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.1,987767967,120,1102663832,70658225.0,1.13,1.089,-0.006742676744114773,-0.60704,-9097154.83200407,-0.91258,895801548.0664213,1000000000.0,1000000000.0,7.3,-84.80142,2021-08-20T08:35:20.158Z,0.40615,173.28169,2022-06-18T20:55:12.035Z,,2025-09-23T19:02:21.652Z,2025-09-23 14:04:22.231869
spx6900,spx,SPX6900,https://coin-images.coingecko.com/coins/images/31401/large/centeredcoin_%281%29.png?1737048493,1.035,963246474,121,963246474,27320298.0,1.095,1.035,-0.03735952443624102,-3.48535,-34647864.22555041,-3.4721,930993081.8551813,930993081.8551813,1000000000.0,2.27,-54.19847,2025-07-28T11:24:33.852Z,0.00131808,78802.29727,2024-02-04T19:12:19.110Z,,2025-09-23T19:02:21.751Z,2025-09-23 14:04:22.231869
sonic-3,s,Sonic,https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.253925,960786957,122,986355766,115717333.0,0.262516,0.242606,0.01006895,4.12906,35804332.0,3.87081,3784775845.0,3885497663.0,,1.029,-75.24232,2025-01-04T21:35:44.705Z,0.242504,5.10079,2025-09-22T18:07:30.379Z,,2025-09-23T19:02:21.902Z,2025-09-23 14:04:22.231869
pancakeswap-token,cake,PancakeSwap,https://coin-images.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1696512440,2.77,954852876,123,998659577,124301772.0,2.8,2.59,0.134312,5.0961,45583539.0,5.01321,345074691.6779218,360906014.2374116,450000000.0,43.96,-93.71978,2021-04-30T10:08:22.934Z,0.194441,1320.00891,2020-11-03T14:29:34.165Z,,2025-09-23T19:02:21.973Z,2025-09-23 14:04:22.231869
msol,msol,Marinade Staked SOL,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,285.85,945603265,124,945603265,9231696.0,293.47,282.09,-5.769671531527479,-1.97851,-44408445.53115666,-4.48565,3306640.0,3306640.0,3306640.0,363.77,-21.04037,2025-01-19T11:26:02.862Z,8.93,3116.39133,2022-12-29T20:45:33.039Z,,2025-09-23T19:02:21.550Z,2025-09-23 14:04:22.231869
curve-dao-token,crv,Curve DAO,https://coin-images.coingecko.com/coins/images/12124/large/Curve.png?1696511967,0.668494,939027908,125,1542152781,108709252.0,0.699602,0.668367,-0.01520285216430528,-2.22362,-22016047.639665484,-2.29085,1404786321.0,2307061497.793731,3030303031.0,15.37,-95.62208,2020-08-14T00:00:00.000Z,0.180354,273.14214,2024-08-05T11:41:26.119Z,,2025-09-23T19:02:22.258Z,2025-09-23 14:04:22.231869
super-oeth,superoeth,Super OETH,https://coin-images.coingecko.com/coins/images/39828/large/Super_OETH.png?1724208268,4148.93,931895787,126,931895787,887984.0,4226.42,4122.03,-13.99986564656956,-0.3363,-3043034.2830411196,-0.32548,224597.3568590708,224597.3568590708,,4954.12,-16.13605,2025-08-24T19:27:56.125Z,1312.97,216.4361,2025-03-21T12:27:33.460Z,,2025-09-23T19:02:21.650Z,2025-09-23 14:04:22.231869
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),https://coin-images.coingecko.com/coins/images/39532/large/wbtc.png?1722810336,111823.0,922785184,127,922785184,106442749.0,113220.0,111643.0,-582.6024089806306,-0.5183,-8503336.300241351,-0.91307,8252.16374531,8252.16374531,,124121.0,-10.01858,2025-08-14T00:35:35.175Z,49594.0,125.20074,2024-08-05T13:30:13.831Z,,2025-09-23T19:02:22.867Z,2025-09-23 14:04:22.231869
kaia,kaia,Kaia,https://coin-images.coingecko.com/coins/images/39901/large/KAIA.png?1724734368,0.151142,884191473,128,884191501,17777655.0,0.155593,0.146711,0.00225788,1.51654,12153013.0,1.39363,5856641747.106198,5856641936.044253,,0.406698,-62.90772,2024-12-03T00:11:32.242Z,0.090737,66.25433,2025-04-07T07:06:20.797Z,,2025-09-23T19:02:21.608Z,2025-09-23 14:04:22.231869
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.08363,878426196,129,902622429,30859999.0,0.085515,0.083162,-7.4079392710827e-05,-0.0885,-2222061.4855070114,-0.25232,10510744559.63403,10800262816.04821,10800262823.318213,2.84,-97.04832,2021-02-12T07:28:45.775Z,0.052051,61.13464,2022-11-22T10:05:03.503Z,,2025-09-23T19:02:21.820Z,2025-09-23 14:04:22.231869
clbtc,clbtc,clBTC,https://coin-images.coingecko.com/coins/images/54164/large/clBTC.png?1738482999,112685.0,870289075,130,870289075,10.91,112984.0,111636.0,-145.77073096702225,-0.12919,-6181518.040544391,-0.70527,7723.217000000001,7723.217000000001,,129190.0,-12.7756,2025-07-24T19:16:34.717Z,51493.0,118.83581,2025-04-21T12:36:24.067Z,,2025-09-23T10:49:25.121Z,2025-09-23 14:04:22.231869
zcash,zec,Zcash,https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,53.35,868068167,131,868153911,60559066.0,54.28,47.52,5.46,11.39025,87724304.0,11.24175,16293109.5405448,16294718.9155448,21000000.0,3191.93,-98.33025,2016-10-29T00:00:00.000Z,16.08,231.44794,2024-07-05T04:22:29.321Z,,2025-09-23T19:02:21.790Z,2025-09-23 14:04:22.231869
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.150223,863441820,132,1501642283,41318572.0,0.154802,0.143948,0.00235206,1.59061,12556093.0,1.47565,5749983402.794432,10000000000.0,10000000000.0,1.2,-87.4284,2024-03-16T07:01:15.357Z,0.081442,84.67535,2025-06-22T20:20:35.064Z,,2025-09-23T19:02:21.818Z,2025-09-23 14:04:22.231869
apollox-2,apx,APX,https://coin-images.coingecko.com/coins/images/21972/large/apx.png?1696521320,1.94,842813677,133,7788939661,83474852.0,2.13,1.39,0.532818,37.90292,222470355.0,35.86246,434585698.45472044,4016263469.0,10000000000.0,2.13,-8.5942,2025-09-23T17:37:20.401Z,7.159e-05,2718479.03809,2023-09-20T09:34:32.037Z,,2025-09-23T19:02:21.603Z,2025-09-23 14:04:22.231869
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,8.492e-05,820137986,134,849034872,51242431.0,8.69e-05,8.334e-05,-8.4239506702e-08,-0.09911,-428505.5508188009,-0.05222,9659650194059.0,10000000000000.0,10000000000000.0,0.00034495,-75.24697,2024-06-05T07:25:59.137Z,8.428e-08,101211.82225,2021-07-06T01:11:20.438Z,,2025-09-23T19:02:21.573Z,2025-09-23 14:04:22.231869
cgeth-hashkey-cloud,cgeth.hashkey,cgETH Hashkey Cloud,https://coin-images.coingecko.com/coins/images/54162/large/Cgeth_Hashkey.png?1738482570,4020.36,803785880,135,803785880,5.92,4064.24,4018.52,-43.88131799425037,-1.07969,-4171352.534148097,-0.51628,199929.02,199929.02,,4746.13,-15.29183,2025-08-24T19:06:16.774Z,1430.7,181.00526,2025-04-09T01:56:39.147Z,,2025-09-23T18:20:20.399Z,2025-09-23 14:04:22.231869
pendle,pendle,Pendle,https://coin-images.coingecko.com/coins/images/15069/large/Pendle_Logo_Normal-03.png?1696514728,4.72,798854878,136,1329501164,73900401.0,4.92,4.71,-0.09486161332447818,-1.96818,-16890483.184798002,-2.07056,169160871.5067004,281527448.4585314,281527448.4585314,7.5,-36.70422,2024-04-11T08:25:36.646Z,0.03377729,13960.87541,2022-11-14T20:15:58.336Z,,2025-09-23T19:02:22.079Z,2025-09-23 14:04:22.231869
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,0.783206,782217405,137,782217405,158000275.0,0.80542,0.772775,-0.003766935232276669,-0.47866,-5379448.490283132,-0.68302,998926392.0,998926392.0,998926392.0,4.83,-83.70195,2024-03-31T09:34:58.366Z,0.00155464,50487.67379,2023-12-13T07:13:50.873Z,,2025-09-23T19:02:28.255Z,2025-09-23 14:04:22.231869
l2-standard-bridged-weth-base,weth,L2 Standard Bridged WETH (Base),https://coin-images.coingecko.com/coins/images/39810/large/weth.png?1724139790,4153.8,766562733,138,766562733,482470370.0,4223.24,4132.22,-6.0250456095436675,-0.14484,-730543.3438718319,-0.09521,184713.4378457209,183690.9936156878,,4952.69,-16.16248,2025-08-24T19:25:21.091Z,1394.17,197.82641,2025-04-09T01:31:06.248Z,,2025-09-23T19:02:22.737Z,2025-09-23 14:04:22.231869
conflux-token,cfx,Conflux,https://coin-images.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,0.147263,755799917,139,840079061,53403118.0,0.150115,0.143224,0.00172631,1.18617,8292159.0,1.10931,5138235605.525199,5711199539.789918,,1.7,-91.30397,2021-03-27T03:43:35.178Z,0.02199898,572.33129,2022-12-30T08:16:30.345Z,,2025-09-23T19:02:22.482Z,2025-09-23 14:04:22.231869
ether-fi,ethfi,Ether.fi,https://coin-images.coingecko.com/coins/images/35958/large/etherfi.jpeg?1710254562,1.46,749227393,140,1459672211,91422450.0,1.52,1.39,0.067609,4.84145,33880161.0,4.73618,512533237.0,998535999.0,1000000000.0,8.53,-82.82216,2024-03-27T23:14:46.721Z,0.40432,262.35699,2025-04-07T06:55:38.982Z,,2025-09-23T19:02:21.805Z,2025-09-23 14:04:22.231869
ripple-usd,rlusd,Ripple USD,https://coin-images.coingecko.com/coins/images/39651/large/RLUSD_200x200_%281%29.png?1727376633,0.999705,741504886,141,741504886,159690050.0,1.0,0.999036,6.779e-05,0.00678,164165.0,0.02214,741696777.4799982,741696777.4799982,,1.073,-6.81428,2024-12-26T10:45:52.337Z,0.962292,3.88877,2024-12-18T04:40:40.880Z,,2025-09-23T19:02:21.718Z,2025-09-23 14:04:22.231869
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,2.76,739021444,142,1529710787,44991639.0,2.83,2.68,0.01401282,0.51113,3953990.0,0.53791,268127089.855586,555000000.0,555000000.0,16.83,-83.51531,2021-09-12T20:20:23.998Z,0.134391,1964.75297,2022-12-29T22:15:53.927Z,,2025-09-23T19:02:21.732Z,2025-09-23 14:04:22.231869
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,0.738347,737811261,143,737811261,15556552.0,0.755754,0.72808,0.00138535,0.18798,646327.0,0.08768,1000000000.0,1000000000.0,1000000000.0,15.72,-95.30665,2021-04-16T13:15:11.190Z,0.04039979,1726.20221,2020-03-13T02:24:16.483Z,"{'times': 3.922311976114967, 'currency': 'usd', 'percentage': 392.2311976114967}",2025-09-23T19:02:22.310Z,2025-09-23 14:04:22.231869
tezos,xtz,Tezos,https://coin-images.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,0.694195,735479252,144,749407106,16241599.0,0.707058,0.687722,-0.003967473546084066,-0.56827,-4118155.2345274687,-0.55681,1059498569.585369,1079562415.210363,,9.12,-92.38858,2021-10-04T00:41:18.025Z,0.350476,97.97705,2018-12-07T00:00:00.000Z,"{'times': 0.477010205076936, 'currency': 'usd', 'percentage': 47.7010205076936}",2025-09-23T19:02:22.204Z,2025-09-23 14:04:22.231869
global-dollar,usdg,Global Dollar,https://coin-images.coingecko.com/coins/images/51281/large/GDN_USDG_Token_200x200.png?1730484111,0.999731,730276499,145,730276499,15981337.0,0.999826,0.999569,4.94e-06,0.00049,20646540.0,2.90948,730531934.244055,730531934.254055,,1.65,-39.5798,2025-01-30T00:11:05.728Z,0.907561,10.14813,2024-11-11T23:55:50.604Z,,2025-09-23T19:02:22.247Z,2025-09-23 14:04:22.231869
ousg,ousg,OUSG,https://coin-images.coingecko.com/coins/images/29023/large/OUSG.png?1696527993,112.66,725791092,146,725791092,0.0,112.66,112.64,0.02427,0.02155,156348.0,0.02155,6442034.123466188,6442034.123466188,,112.66,0.0,2025-09-22T21:00:11.914Z,95.09,18.48164,2023-03-22T20:00:17.106Z,,2025-09-23T19:00:07.766Z,2025-09-23 14:04:22.231869
virtual-protocol,virtual,Virtuals Protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,1.091,715349397,147,1091128098,72065660.0,1.12,1.08,0.00287235,0.26393,1522434.0,0.21328,655605329.9122682,1000000000.0,1000000000.0,5.07,-78.37563,2025-01-02T06:15:38.599Z,0.00748604,14530.92087,2024-01-23T20:55:21.653Z,,2025-09-23T19:02:22.181Z,2025-09-23 14:04:22.231869
aethir,ath,Aethir,https://coin-images.coingecko.com/coins/images/36179/large/logogram_circle_dark_green_vb_green_%281%29.png?1718232706,0.05725,698771154,148,2403603843,53332807.0,0.064459,0.057206,-0.005331533725335118,-8.5194,-64726583.174117446,-8.47764,12210160394.0,42000000000.0,42000000000.0,0.118536,-51.39345,2024-06-12T10:00:49.718Z,0.02439678,136.16312,2025-04-07T06:56:24.011Z,,2025-09-23T19:02:22.098Z,2025-09-23 14:04:22.231869
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.01519078,698365601,149,698365601,67057471.0,0.01554677,0.01495049,4.194e-05,0.27684,-434421.7003926039,-0.06217,46055594420.20241,46055594420.20241,50000000000.0,0.824837,-98.15071,2021-11-26T01:03:48.731Z,0.00013475,11219.96618,2020-12-28T08:46:48.367Z,,2025-09-23T19:02:21.878Z,2025-09-23 14:04:22.231869
ethereum-name-service,ens,Ethereum Name Service,https://coin-images.coingecko.com/coins/images/19785/large/ENS.jpg?1727872989,20.8,689103020,150,2077765308,47259117.0,21.21,20.54,0.152476,0.7385,3676599.0,0.5364,33165585.054507963,100000000.0,100000000.0,83.4,-75.01636,2021-11-11T02:20:01.099Z,6.69,211.41338,2023-10-19T02:35:00.861Z,,2025-09-23T19:02:21.732Z,2025-09-23 14:04:22.231869
iota,iota,IOTA,https://coin-images.coingecko.com/coins/images/692/large/IOTA_Thumbnail_%281%29.png?1743772896,0.169717,686530132,151,798934260,6676176.0,0.173097,0.167226,0.00110874,0.65759,4516927.0,0.66229,4045731648.0,4708130739.0,,5.25,-96.76872,2017-12-19T00:00:00.000Z,0.081637,107.75141,2020-03-13T02:22:41.168Z,"{'times': 0.13249577696284404, 'currency': 'btc', 'percentage': 13.249577696284403}",2025-09-23T19:02:21.733Z,2025-09-23 14:04:22.231869
arbitrum-bridged-weth-arbitrum-one,weth,Arbitrum Bridged WETH (Arbitrum One),https://coin-images.coingecko.com/coins/images/39713/large/WETH.PNG?1723731496,4154.1,683387241,152,683387241,361794748.0,4225.16,4133.42,-6.81158340393722,-0.1637,9717943.0,1.44254,164571.0414907204,164571.0414907204,,4952.19,-16.13855,2025-08-24T19:25:21.070Z,1395.31,197.63901,2025-04-09T01:32:31.046Z,,2025-09-23T19:02:22.271Z,2025-09-23 14:04:22.231869
usdx-money-usdx,usdx,Stables Labs USDX,https://coin-images.coingecko.com/coins/images/50360/large/USDX200px.png?1731906044,0.997424,680649245,153,680649245,77398.0,0.999277,0.993714,-0.000426274375230684,-0.04272,-311603.2182235718,-0.04576,682399519.5915381,682399519.5915381,,1.057,-5.65877,2024-12-06T21:42:23.559Z,0.944423,5.61536,2025-02-05T20:50:54.140Z,,2025-09-23T19:02:21.712Z,2025-09-23 14:04:22.231869
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,https://coin-images.coingecko.com/coins/images/31700/large/usdy_%281%29.png?1696530524,1.079,674670021,154,675724586,1534170.0,1.12,1.055,-0.002906141505047311,-0.26852,-3619926.7470360994,-0.53368,625113779.8824201,626090883.9122934,,1.26,-14.73396,2024-03-27T05:24:08.110Z,0.934184,15.28238,2024-01-14T11:40:50.825Z,,2025-09-23T19:02:22.233Z,2025-09-23 14:04:22.231869
tbtc,tbtc,tBTC,https://coin-images.coingecko.com/coins/images/11224/large/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1696511155,111564.0,670749939,155,670738939,4115717.0,113127.0,111217.0,-544.5689134760469,-0.48575,-1883278.4201030731,-0.27999,6021.77916644,6021.680414939999,,123844.0,-9.916,2025-08-14T00:43:08.849Z,10104.3,1004.12469,2020-09-23T00:00:00.000Z,,2025-09-23T19:02:21.733Z,2025-09-23 14:04:22.231869
vaulta,a,Vaulta,https://coin-images.coingecko.com/coins/images/55616/large/Vaulta_CEX_Icon_Circle_-_cmc.png?1746859132,0.420439,669487920,156,882745451,32921476.0,0.429665,0.416503,-0.000334280596924752,-0.07944,-1131780.7352827787,-0.16877,1592672757.3547,2100000000.0,2100000000.0,0.778734,-45.91843,2025-05-28T08:22:53.913Z,0.416503,1.11606,2025-09-22T20:00:08.727Z,,2025-09-23T19:02:22.943Z,2025-09-23 14:04:22.231869
the-sandbox,sand,The Sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.271469,663544272,157,813879435,30845190.0,0.276548,0.266842,0.00297473,1.10793,6288207.0,0.95674,2445857126.2233224,3000000000.0,3000000000.0,8.4,-96.754,2021-11-25T06:04:40.957Z,0.02897764,840.58688,2020-11-04T15:59:14.441Z,,2025-09-23T19:02:21.867Z,2025-09-23 14:04:22.231869
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,4153.31,656956091,158,11670833006,13399.34,4221.53,4125.52,-3.2937725625524763,-0.07924,-7873925.876609564,-1.18435,158176.4108002312,2810005.875668393,,5307.23,-21.74744,2024-08-06T16:16:30.007Z,975.47,325.74657,2025-09-02T06:51:33.410Z,,2025-09-23T19:02:21.970Z,2025-09-23 14:04:22.231869
newton-project,ab,AB,https://coin-images.coingecko.com/coins/images/4376/large/400%E6%96%B9.png?1740377493,0.00832877,654405416,159,822007331,30924936.0,0.00842115,0.00832008,-5.5947684376841e-05,-0.66726,-3862814.803414464,-0.58681,78674163523.95,98823661261.46,100000000000.0,0.01727373,-51.8327,2025-03-22T08:04:44.760Z,3.8e-06,218577.18361,2022-10-11T02:32:18.937Z,"{'times': 2.470321497135689, 'currency': 'usd', 'percentage': 247.03214971356888}",2025-09-23T19:02:21.737Z,2025-09-23 14:04:22.231869
beldex,bdx,Beldex,https://coin-images.coingecko.com/coins/images/5111/large/Beldex.png?1696505631,0.087647,643975597,160,871182660,6056824.0,0.0883,0.086402,0.00059811,0.68709,4446051.0,0.69521,7345571922.485596,9937231953.735596,,0.450785,-80.55065,2018-12-17T00:00:00.000Z,0.00027519,31760.21607,2019-11-01T11:05:12.090Z,"{'times': -0.6494132401102761, 'currency': 'usd', 'percentage': -64.94132401102762}",2025-09-23T19:02:21.983Z,2025-09-23 14:04:22.231869
gteth,gteth,GTETH,https://coin-images.coingecko.com/coins/images/69320/large/gteth-logo.jpeg?1758190986,4160.64,638373038,161,638373038,3988238.0,4222.55,4124.07,0.239529,0.00576,-1638605.4029724598,-0.25603,153820.0,153820.0,,4632.41,-10.36663,2025-09-18T16:49:40.177Z,4124.07,0.68166,2025-09-23T03:15:23.000Z,,2025-09-23T19:02:21.675Z,2025-09-23 14:04:22.231869
stader-ethx,ethx,Stader ETHx,https://coin-images.coingecko.com/coins/images/30870/large/staderx.png?1696529717,4442.93,637317042,162,637317042,377045.0,4505.68,4411.9,-5.06236322849054,-0.11381,-793661.9431090355,-0.12438,143472.2419923796,143472.2419923796,,5253.42,-15.32694,2025-08-24T19:18:48.111Z,1474.49,201.6795,2025-04-09T01:32:31.885Z,,2025-09-23T19:02:21.665Z,2025-09-23 14:04:22.231869
jito-governance-token,jto,Jito,https://coin-images.coingecko.com/coins/images/33228/large/jto.png?1701137022,1.65,627073314,163,1647794178,24166972.0,1.68,1.61,0.0113412,0.69283,4305871.0,0.69141,380553179.9,1000000000.0,,6.01,-72.49128,2023-12-07T16:04:48.717Z,1.43,16.04773,2025-04-07T06:57:23.706Z,,2025-09-23T19:02:28.043Z,2025-09-23 14:04:22.231869
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.01280447,619645873,164,639865627,31848417.0,0.01313466,0.01252929,9.644e-05,0.75892,4159970.0,0.67588,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.73157,2021-02-16T03:53:32.207Z,0.00275026,367.51795,2022-12-29T20:41:09.113Z,,2025-09-23T19:02:21.896Z,2025-09-23 14:04:22.231869
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,https://coin-images.coingecko.com/coins/images/15768/large/dogecoin.png?1696515392,0.237272,608451965,165,608451965,5143047.0,0.243248,0.233617,-0.001126160483611915,-0.47239,-1730277.3973960876,-0.28357,2564621588.411565,2564621588.411565,,0.480585,-50.31609,2024-12-08T04:37:38.676Z,0.04955727,381.81282,2022-06-18T20:56:27.223Z,,2025-09-23T19:02:21.836Z,2025-09-23 14:04:22.231869
fartcoin,fartcoin,Fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,0.606397,605332454,166,605332454,159486227.0,0.631588,0.600042,-0.002459467436736307,-0.40395,-5669975.420728207,-0.92798,999982917.097809,999982917.097809,1000000000.0,2.48,-75.51183,2025-01-19T20:41:07.782Z,0.02002855,2930.82618,2024-10-30T07:56:04.381Z,,2025-09-23T19:02:21.989Z,2025-09-23 14:04:22.231869
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,https://coin-images.coingecko.com/coins/images/23657/large/savax_blue.png?1696522860,41.86,603460416,167,603460416,4423499.0,43.55,38.38,2.99,7.70201,42253577.0,7.52906,14409648.19571597,14409648.19571597,,103.55,-59.46973,2022-04-02T13:44:54.612Z,9.25,353.78911,2023-09-14T12:26:14.318Z,,2025-09-23T19:02:21.694Z,2025-09-23 14:04:22.231869
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,6.04702e-07,596516429,168,598899235,15396394.0,6.09568e-07,5.96052e-07,1.015e-09,0.16806,1861175.0,0.31298,986061142857000.0,990000000000000.0,990000000000000.0,3.43e-06,-82.37661,2022-01-21T04:00:31.909Z,3.65368e-07,65.50949,2023-10-13T05:10:41.241Z,,2025-09-23T19:02:22.146Z,2025-09-23 14:04:22.231869
morpho,morpho,Morpho,https://coin-images.coingecko.com/coins/images/29837/large/Morpho-token-icon.png?1726771230,1.77,587615638,169,1773052496,24968271.0,1.85,1.77,-0.05291131878983579,-2.89529,-19050522.867758512,-3.1402,331414687.0431407,1000000000.0,1000000000.0,4.17,-57.3278,2025-01-17T12:46:19.818Z,0.713151,149.55293,2024-11-25T01:55:43.353Z,,2025-09-23T19:02:21.831Z,2025-09-23 14:04:22.231869
sun-token,sun,Sun Token,https://coin-images.coingecko.com/coins/images/12424/large/RSFOmQ.png?1696512245,0.03022887,578828585,170,600971580,118968962.0,0.03528667,0.0300787,-0.003582581905639086,-10.59577,-73033697.06360233,-11.20385,19167481064.20058,19900730000.0,,66.45,-99.9542,2020-09-11T03:18:35.837Z,0.00462303,558.27996,2022-11-14T04:45:13.210Z,,2025-09-23T19:02:22.138Z,2025-09-23 14:04:22.231869
eigenlayer,eigen,EigenCloud (prev. EigenLayer),https://coin-images.coingecko.com/coins/images/37441/large/eigencloud.jpg?1751003565,1.71,578654680,171,2991791708,118955473.0,1.84,1.69,-0.04365065037856941,-2.48378,-16386740.142872453,-2.75388,338203331.555808,1748597147.115669,,5.65,-69.55518,2024-12-17T03:45:30.422Z,0.668501,157.11781,2025-04-09T01:30:50.669Z,,2025-09-23T19:02:25.701Z,2025-09-23 14:04:22.231869
mantle-restaked-eth,cmeth,Mantle Restaked ETH,https://coin-images.coingecko.com/coins/images/51114/large/symbol.png?1730117724,4462.35,577104316,172,577104316,5131525.0,4545.15,4433.42,-5.375977248062554,-0.12033,-2928702.453368902,-0.50492,129535.5717892634,129535.5717892634,,5306.91,-16.19641,2025-08-24T19:18:55.595Z,1480.7,200.3564,2025-04-09T01:30:47.033Z,,2025-09-23T19:02:21.796Z,2025-09-23 14:04:22.231869
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.356291,573017033,173,573017033,6606046.0,0.362378,0.353404,-0.000548237806620056,-0.15364,-1536930.7878996134,-0.2675,1609858180.990787,1609858180.990787,,42.4,-99.15733,2021-04-05T13:49:10.098Z,0.292024,22.34239,2025-06-22T20:20:12.921Z,,2025-09-23T19:02:21.823Z,2025-09-23 14:04:22.231869
dexe,dexe,DeXe,https://coin-images.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,10.0,571020069,174,965016121,21232674.0,11.19,10.0,-0.7529880939125189,-7.00314,-43560972.40223014,-7.08791,57103774.56313077,96504599.33609451,,32.38,-68.96771,2021-03-08T13:29:57.935Z,0.671563,1396.29236,2020-11-06T19:31:40.144Z,,2025-09-23T19:02:22.053Z,2025-09-23 14:04:22.231869
usual-usd,usd0,Usual USD,https://coin-images.coingecko.com/coins/images/38272/large/USD0LOGO.png?1716962811,0.998599,564520185,175,564520185,2078807.0,0.999668,0.996183,0.0003238,0.03244,-701011.047516346,-0.12402,565311981.4007214,565311981.4007214,,1.33,-24.72921,2024-07-12T08:28:59.311Z,0.962885,3.6328,2025-04-10T08:30:51.088Z,,2025-09-23T19:02:21.892Z,2025-09-23 14:04:22.231869
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,https://coin-images.coingecko.com/coins/images/27008/large/cbeth.png?1709186989,4568.32,561753743,176,1704511339,32295559.0,4645.85,4544.37,-6.111591591372417,-0.1336,-6958169.1595829725,-1.2235,123039.2611943105,373334.0782232124,,5441.47,-15.97242,2025-08-24T19:27:49.680Z,1036.96,340.93803,2022-11-09T23:45:43.665Z,,2025-09-23T19:02:22.007Z,2025-09-23 14:04:22.231869
